,0
1812,300346.SZ financial_ratio
1813,300347.SZ financial_ratio
1814,300348.SZ financial_ratio
1815,300349.SZ financial_ratio
1816,300350.SZ financial_ratio
1817,300351.SZ financial_ratio
1818,300352.SZ financial_ratio
1819,300353.SZ financial_ratio
1820,300354.SZ financial_ratio
1821,300355.SZ financial_ratio
1822,300356.SZ financial_ratio
1823,300357.SZ financial_ratio
1824,300358.SZ financial_ratio
1825,300359.SZ financial_ratio
1826,300360.SZ financial_ratio
1827,300363.SZ financial_ratio
1828,300364.SZ financial_ratio
1829,300365.SZ financial_ratio
1830,300366.SZ financial_ratio
1831,300367.SZ financial_ratio
1832,300368.SZ financial_ratio
1833,300369.SZ financial_ratio
1834,300370.SZ financial_ratio
1835,300371.SZ financial_ratio
1836,300373.SZ financial_ratio
1837,300374.SZ financial_ratio
1838,300375.SZ financial_ratio
1839,300376.SZ financial_ratio
1840,300377.SZ financial_ratio
1841,300378.SZ financial_ratio
1842,300379.SZ financial_ratio
1843,300380.SZ financial_ratio
1844,300381.SZ financial_ratio
1845,300382.SZ financial_ratio
1846,300383.SZ financial_ratio
1847,300384.SZ financial_ratio
1848,300385.SZ financial_ratio
1849,300386.SZ financial_ratio
1850,300387.SZ financial_ratio
1851,300388.SZ financial_ratio
1852,300389.SZ financial_ratio
1853,300390.SZ financial_ratio
1854,300391.SZ financial_ratio
1855,300392.SZ financial_ratio
1856,300393.SZ financial_ratio
1857,300394.SZ financial_ratio
1858,300395.SZ financial_ratio
1859,300396.SZ financial_ratio
1860,300397.SZ financial_ratio
1861,300398.SZ financial_ratio
1862,300399.SZ financial_ratio
1863,300400.SZ financial_ratio
1864,300401.SZ financial_ratio
1865,300402.SZ financial_ratio
1866,300403.SZ financial_ratio
1867,300404.SZ financial_ratio
1868,300405.SZ financial_ratio
1869,300406.SZ financial_ratio
1870,300407.SZ financial_ratio
1871,300408.SZ financial_ratio
1872,300409.SZ financial_ratio
1873,300410.SZ financial_ratio
1874,300411.SZ financial_ratio
1875,300412.SZ financial_ratio
1876,300413.SZ financial_ratio
1877,300414.SZ financial_ratio
1878,300415.SZ financial_ratio
1879,300416.SZ financial_ratio
1880,300417.SZ financial_ratio
1881,300418.SZ financial_ratio
1882,300419.SZ financial_ratio
1883,300420.SZ financial_ratio
1884,300421.SZ financial_ratio
1885,300422.SZ financial_ratio
1886,300423.SZ financial_ratio
1887,300424.SZ financial_ratio
1888,300425.SZ financial_ratio
1889,300426.SZ financial_ratio
1890,300427.SZ financial_ratio
1891,300428.SZ financial_ratio
1892,300429.SZ financial_ratio
1893,300430.SZ financial_ratio
1894,300432.SZ financial_ratio
1895,300433.SZ financial_ratio
1896,300434.SZ financial_ratio
1897,300435.SZ financial_ratio
1898,300436.SZ financial_ratio
1899,300437.SZ financial_ratio
1900,300438.SZ financial_ratio
1901,300439.SZ financial_ratio
1902,300440.SZ financial_ratio
1903,300441.SZ financial_ratio
1904,300442.SZ financial_ratio
1905,300443.SZ financial_ratio
1906,300444.SZ financial_ratio
1907,300445.SZ financial_ratio
1908,300446.SZ financial_ratio
1909,300447.SZ financial_ratio
1910,300448.SZ financial_ratio
1911,300449.SZ financial_ratio
1912,300450.SZ financial_ratio
1913,300451.SZ financial_ratio
1914,300452.SZ financial_ratio
1915,300453.SZ financial_ratio
1916,300454.SZ financial_ratio
1917,300455.SZ financial_ratio
1918,300456.SZ financial_ratio
1919,300457.SZ financial_ratio
1920,300458.SZ financial_ratio
1921,300459.SZ financial_ratio
1922,300460.SZ financial_ratio
1923,300461.SZ financial_ratio
1924,300462.SZ financial_ratio
1925,300463.SZ financial_ratio
1926,300464.SZ financial_ratio
1927,300465.SZ financial_ratio
1928,300466.SZ financial_ratio
1929,300467.SZ financial_ratio
1930,300468.SZ financial_ratio
1931,300469.SZ financial_ratio
1932,300470.SZ financial_ratio
1933,300471.SZ financial_ratio
1934,300472.SZ financial_ratio
1935,300473.SZ financial_ratio
1936,300474.SZ financial_ratio
1937,300475.SZ financial_ratio
1938,300476.SZ financial_ratio
1939,300477.SZ financial_ratio
1940,300478.SZ financial_ratio
1941,300479.SZ financial_ratio
1942,300480.SZ financial_ratio
1943,300481.SZ financial_ratio
1944,300482.SZ financial_ratio
1945,300483.SZ financial_ratio
1946,300484.SZ financial_ratio
1947,300485.SZ financial_ratio
1948,300486.SZ financial_ratio
1949,300487.SZ financial_ratio
1950,300488.SZ financial_ratio
1951,300489.SZ financial_ratio
1952,300490.SZ financial_ratio
1953,300491.SZ financial_ratio
1954,300492.SZ financial_ratio
1955,300493.SZ financial_ratio
1956,300494.SZ financial_ratio
1957,300495.SZ financial_ratio
1958,300496.SZ financial_ratio
1959,300497.SZ financial_ratio
1960,300498.SZ financial_ratio
1961,300499.SZ financial_ratio
1962,300500.SZ financial_ratio
1963,300501.SZ financial_ratio
1964,300502.SZ financial_ratio
1965,300503.SZ financial_ratio
1966,300504.SZ financial_ratio
1967,300505.SZ financial_ratio
1968,300506.SZ financial_ratio
1969,300507.SZ financial_ratio
1970,300508.SZ financial_ratio
1971,300509.SZ financial_ratio
1972,300510.SZ financial_ratio
1973,300511.SZ financial_ratio
1974,300512.SZ financial_ratio
1975,300513.SZ financial_ratio
1976,300514.SZ financial_ratio
1977,300515.SZ financial_ratio
1978,300516.SZ financial_ratio
1979,300517.SZ financial_ratio
1980,300518.SZ financial_ratio
1981,300519.SZ financial_ratio
1982,300520.SZ financial_ratio
1983,300521.SZ financial_ratio
1984,300522.SZ financial_ratio
1985,300523.SZ financial_ratio
1986,300525.SZ financial_ratio
1987,300526.SZ financial_ratio
1988,300527.SZ financial_ratio
1989,300528.SZ financial_ratio
1990,300529.SZ financial_ratio
1991,300530.SZ financial_ratio
1992,300531.SZ financial_ratio
1993,300532.SZ financial_ratio
1994,300533.SZ financial_ratio
1995,300534.SZ financial_ratio
1996,300535.SZ financial_ratio
1997,300536.SZ financial_ratio
1998,300537.SZ financial_ratio
1999,300538.SZ financial_ratio
2000,300539.SZ financial_ratio
2001,300540.SZ financial_ratio
2002,300541.SZ financial_ratio
2003,300542.SZ financial_ratio
2004,300543.SZ financial_ratio
2005,300545.SZ financial_ratio
2006,300546.SZ financial_ratio
2007,300547.SZ financial_ratio
2008,300548.SZ financial_ratio
2009,300549.SZ financial_ratio
2010,300550.SZ financial_ratio
2011,300551.SZ financial_ratio
2012,300552.SZ financial_ratio
2013,300553.SZ financial_ratio
2014,300554.SZ financial_ratio
2015,300555.SZ financial_ratio
2016,300556.SZ financial_ratio
2017,300557.SZ financial_ratio
2018,300558.SZ financial_ratio
2019,300559.SZ financial_ratio
2020,300560.SZ financial_ratio
2021,300561.SZ financial_ratio
2022,300562.SZ financial_ratio
2023,300563.SZ financial_ratio
2024,300564.SZ financial_ratio
2025,300565.SZ financial_ratio
2026,300566.SZ financial_ratio
2027,300567.SZ financial_ratio
2028,300568.SZ financial_ratio
2029,300569.SZ financial_ratio
2030,300570.SZ financial_ratio
2031,300571.SZ financial_ratio
2032,300572.SZ financial_ratio
2033,300573.SZ financial_ratio
2034,300575.SZ financial_ratio
2035,300576.SZ financial_ratio
2036,300577.SZ financial_ratio
2037,300578.SZ financial_ratio
2038,300579.SZ financial_ratio
2039,300580.SZ financial_ratio
2040,300581.SZ financial_ratio
2041,300582.SZ financial_ratio
2042,300583.SZ financial_ratio
2043,300584.SZ financial_ratio
2044,300585.SZ financial_ratio
2045,300586.SZ financial_ratio
2046,300587.SZ financial_ratio
2047,300588.SZ financial_ratio
2048,300589.SZ financial_ratio
2049,300590.SZ financial_ratio
2050,300591.SZ financial_ratio
2051,300592.SZ financial_ratio
2052,300593.SZ financial_ratio
2053,300594.SZ financial_ratio
2054,300595.SZ financial_ratio
2055,300596.SZ financial_ratio
2056,300597.SZ financial_ratio
2057,300598.SZ financial_ratio
2058,300599.SZ financial_ratio
2059,300600.SZ financial_ratio
2060,300601.SZ financial_ratio
2061,300602.SZ financial_ratio
2062,300603.SZ financial_ratio
2063,300604.SZ financial_ratio
2064,300605.SZ financial_ratio
2065,300606.SZ financial_ratio
2066,300607.SZ financial_ratio
2067,300608.SZ financial_ratio
2068,300609.SZ financial_ratio
2069,300610.SZ financial_ratio
2070,300611.SZ financial_ratio
2071,300612.SZ financial_ratio
2072,300613.SZ financial_ratio
2073,300614.SZ financial_ratio
2074,300615.SZ financial_ratio
2075,300616.SZ financial_ratio
2076,300617.SZ financial_ratio
2077,300618.SZ financial_ratio
2078,300619.SZ financial_ratio
2079,300620.SZ financial_ratio
2080,300621.SZ financial_ratio
2081,300622.SZ financial_ratio
2082,300623.SZ financial_ratio
2083,300624.SZ financial_ratio
2084,300625.SZ financial_ratio
2085,300626.SZ financial_ratio
2086,300627.SZ financial_ratio
2087,300628.SZ financial_ratio
2088,300629.SZ financial_ratio
2089,300630.SZ financial_ratio
2090,300631.SZ financial_ratio
2091,300632.SZ financial_ratio
2092,300633.SZ financial_ratio
2093,300634.SZ financial_ratio
2094,300635.SZ financial_ratio
2095,300636.SZ financial_ratio
2096,300637.SZ financial_ratio
2097,300638.SZ financial_ratio
2098,300639.SZ financial_ratio
2099,300640.SZ financial_ratio
2100,300641.SZ financial_ratio
2101,300642.SZ financial_ratio
2102,300643.SZ financial_ratio
2103,300644.SZ financial_ratio
2104,300645.SZ financial_ratio
2105,300647.SZ financial_ratio
2106,300648.SZ financial_ratio
2107,300649.SZ financial_ratio
2108,300650.SZ financial_ratio
2109,300651.SZ financial_ratio
2110,300652.SZ financial_ratio
2111,300653.SZ financial_ratio
2112,300654.SZ financial_ratio
2113,300655.SZ financial_ratio
2114,300656.SZ financial_ratio
2115,300657.SZ financial_ratio
2116,300658.SZ financial_ratio
2117,300659.SZ financial_ratio
2118,300660.SZ financial_ratio
2119,300661.SZ financial_ratio
2120,300662.SZ financial_ratio
2121,300663.SZ financial_ratio
2122,300664.SZ financial_ratio
2123,300665.SZ financial_ratio
2124,300666.SZ financial_ratio
2125,300667.SZ financial_ratio
2126,300668.SZ financial_ratio
2127,300669.SZ financial_ratio
2128,300670.SZ financial_ratio
2129,300671.SZ financial_ratio
2130,300672.SZ financial_ratio
2131,300673.SZ financial_ratio
2132,300674.SZ financial_ratio
2133,300675.SZ financial_ratio
2134,300676.SZ financial_ratio
2135,300677.SZ financial_ratio
2136,300678.SZ financial_ratio
2137,300679.SZ financial_ratio
2138,300680.SZ financial_ratio
2139,300681.SZ financial_ratio
2140,300682.SZ financial_ratio
2141,300683.SZ financial_ratio
2142,300684.SZ financial_ratio
2143,300685.SZ financial_ratio
2144,300686.SZ financial_ratio
2145,300687.SZ financial_ratio
2146,300688.SZ financial_ratio
2147,300689.SZ financial_ratio
2148,300690.SZ financial_ratio
2149,300691.SZ financial_ratio
2150,300692.SZ financial_ratio
2151,300693.SZ financial_ratio
2152,300694.SZ financial_ratio
2153,300695.SZ financial_ratio
2154,300696.SZ financial_ratio
2155,300697.SZ financial_ratio
2156,300698.SZ financial_ratio
2157,300699.SZ financial_ratio
2158,300700.SZ financial_ratio
2159,300701.SZ financial_ratio
2160,300702.SZ financial_ratio
2161,300703.SZ financial_ratio
2162,300705.SZ financial_ratio
2163,300706.SZ financial_ratio
2164,300707.SZ financial_ratio
2165,300708.SZ financial_ratio
2166,300709.SZ financial_ratio
2167,300710.SZ financial_ratio
2168,300711.SZ financial_ratio
2169,300712.SZ financial_ratio
2170,300713.SZ financial_ratio
2171,300715.SZ financial_ratio
2172,300716.SZ financial_ratio
2173,300717.SZ financial_ratio
2174,300718.SZ financial_ratio
2175,300719.SZ financial_ratio
2176,300720.SZ financial_ratio
2177,300721.SZ financial_ratio
2178,300722.SZ financial_ratio
2179,300723.SZ financial_ratio
2180,300724.SZ financial_ratio
2181,300725.SZ financial_ratio
2182,300726.SZ financial_ratio
2183,300727.SZ financial_ratio
2184,300729.SZ financial_ratio
2185,300730.SZ financial_ratio
2186,300731.SZ financial_ratio
2187,300732.SZ financial_ratio
2188,300733.SZ financial_ratio
2189,300735.SZ financial_ratio
2190,300736.SZ financial_ratio
2191,300737.SZ financial_ratio
2192,300738.SZ financial_ratio
2193,300739.SZ financial_ratio
2194,300740.SZ financial_ratio
2195,300741.SZ financial_ratio
2196,300742.SZ financial_ratio
2197,300743.SZ financial_ratio
2198,300745.SZ financial_ratio
2199,300746.SZ financial_ratio
2200,300747.SZ financial_ratio
2201,300748.SZ financial_ratio
2202,300749.SZ financial_ratio
2203,300750.SZ financial_ratio
2204,300751.SZ financial_ratio
2205,300752.SZ financial_ratio
2206,300753.SZ financial_ratio
2207,300755.SZ financial_ratio
2208,300756.SZ financial_ratio
2209,300757.SZ financial_ratio
2210,300758.SZ financial_ratio
2211,300759.SZ financial_ratio
2212,300760.SZ financial_ratio
2213,300761.SZ financial_ratio
2214,300762.SZ financial_ratio
2215,300763.SZ financial_ratio
2216,300765.SZ financial_ratio
2217,300766.SZ financial_ratio
2218,300767.SZ financial_ratio
2219,300768.SZ financial_ratio
2220,300769.SZ financial_ratio
2221,300770.SZ financial_ratio
2222,300771.SZ financial_ratio
2223,300772.SZ financial_ratio
2224,300773.SZ financial_ratio
2225,300774.SZ financial_ratio
2226,300775.SZ financial_ratio
2227,300776.SZ financial_ratio
2228,300777.SZ financial_ratio
2229,300778.SZ financial_ratio
2230,300779.SZ financial_ratio
2231,300780.SZ financial_ratio
2232,300781.SZ financial_ratio
2233,300782.SZ financial_ratio
2234,300783.SZ financial_ratio
2235,300785.SZ financial_ratio
2236,300786.SZ financial_ratio
2237,300787.SZ financial_ratio
2238,300788.SZ financial_ratio
2239,300789.SZ financial_ratio
2240,300790.SZ financial_ratio
2241,300791.SZ financial_ratio
2242,300792.SZ financial_ratio
2243,300793.SZ financial_ratio
2244,300795.SZ financial_ratio
2245,300796.SZ financial_ratio
2246,300797.SZ financial_ratio
2247,300798.SZ financial_ratio
2248,300799.SZ financial_ratio
2249,300800.SZ financial_ratio
2250,300801.SZ financial_ratio
2251,300802.SZ financial_ratio
2252,300803.SZ financial_ratio
2253,300805.SZ financial_ratio
2254,300806.SZ financial_ratio
2255,300807.SZ financial_ratio
2256,300808.SZ financial_ratio
2257,300809.SZ financial_ratio
2258,300810.SZ financial_ratio
2259,300811.SZ financial_ratio
2260,300812.SZ financial_ratio
2261,300813.SZ financial_ratio
2262,300814.SZ financial_ratio
2263,300815.SZ financial_ratio
2264,300816.SZ financial_ratio
2265,300817.SZ financial_ratio
2266,300818.SZ financial_ratio
2267,300819.SZ financial_ratio
2268,300820.SZ financial_ratio
2269,300821.SZ financial_ratio
2270,300822.SZ financial_ratio
2271,300823.SZ financial_ratio
2272,300824.SZ financial_ratio
2273,300825.SZ financial_ratio
2274,300826.SZ financial_ratio
2275,300827.SZ financial_ratio
2276,300828.SZ financial_ratio
2277,300829.SZ financial_ratio
2278,300830.SZ financial_ratio
2279,300831.SZ financial_ratio
2280,300832.SZ financial_ratio
2281,300833.SZ financial_ratio
2282,300834.SZ financial_ratio
2283,300835.SZ financial_ratio
2284,300836.SZ financial_ratio
2285,300837.SZ financial_ratio
2286,300838.SZ financial_ratio
2287,300839.SZ financial_ratio
2288,300840.SZ financial_ratio
2289,300841.SZ financial_ratio
2290,300842.SZ financial_ratio
2291,300843.SZ financial_ratio
2292,300844.SZ financial_ratio
2293,300845.SZ financial_ratio
2294,300846.SZ financial_ratio
2295,300847.SZ financial_ratio
2296,300848.SZ financial_ratio
2297,300849.SZ financial_ratio
2298,300850.SZ financial_ratio
2299,300851.SZ financial_ratio
2300,300852.SZ financial_ratio
2301,300853.SZ financial_ratio
2302,300854.SZ financial_ratio
2303,300855.SZ financial_ratio
2304,300856.SZ financial_ratio
2305,300857.SZ financial_ratio
2306,300858.SZ financial_ratio
2307,300859.SZ financial_ratio
2308,300860.SZ financial_ratio
2309,300861.SZ financial_ratio
2310,300862.SZ financial_ratio
2311,300863.SZ financial_ratio
2312,300864.SZ financial_ratio
2313,300865.SZ financial_ratio
2314,300866.SZ financial_ratio
2315,300867.SZ financial_ratio
2316,300868.SZ financial_ratio
2317,300869.SZ financial_ratio
2318,300870.SZ financial_ratio
2319,300871.SZ financial_ratio
2320,300872.SZ financial_ratio
2321,300873.SZ financial_ratio
2322,300875.SZ financial_ratio
2323,300876.SZ financial_ratio
2324,300877.SZ financial_ratio
2325,300878.SZ financial_ratio
2326,300879.SZ financial_ratio
2327,300880.SZ financial_ratio
2328,300881.SZ financial_ratio
2329,300882.SZ financial_ratio
2330,300883.SZ financial_ratio
2331,300884.SZ financial_ratio
2332,300885.SZ financial_ratio
2333,300886.SZ financial_ratio
2334,300887.SZ financial_ratio
2335,300888.SZ financial_ratio
2336,300889.SZ financial_ratio
2337,300890.SZ financial_ratio
2338,300891.SZ financial_ratio
2339,300892.SZ financial_ratio
2340,300893.SZ financial_ratio
2341,300894.SZ financial_ratio
2342,300895.SZ financial_ratio
2343,300896.SZ financial_ratio
2344,300897.SZ financial_ratio
2345,300898.SZ financial_ratio
2346,300899.SZ financial_ratio
2347,300900.SZ financial_ratio
2348,300901.SZ financial_ratio
2349,300902.SZ financial_ratio
2350,300903.SZ financial_ratio
2351,300905.SZ financial_ratio
2352,300906.SZ financial_ratio
2353,300907.SZ financial_ratio
2354,300908.SZ financial_ratio
2355,300909.SZ financial_ratio
2356,300910.SZ financial_ratio
2357,300911.SZ financial_ratio
2358,300912.SZ financial_ratio
2359,300913.SZ financial_ratio
2360,300915.SZ financial_ratio
2361,300916.SZ financial_ratio
2362,300917.SZ financial_ratio
2363,300918.SZ financial_ratio
2364,300919.SZ financial_ratio
2365,300920.SZ financial_ratio
2366,300921.SZ financial_ratio
2367,300922.SZ financial_ratio
2368,300923.SZ financial_ratio
2369,300925.SZ financial_ratio
2370,300926.SZ financial_ratio
2371,300927.SZ financial_ratio
2372,300928.SZ financial_ratio
2373,300929.SZ financial_ratio
2374,300930.SZ financial_ratio
2375,300931.SZ financial_ratio
2376,300932.SZ financial_ratio
2377,300933.SZ financial_ratio
2378,300935.SZ financial_ratio
2379,300936.SZ financial_ratio
2380,300937.SZ financial_ratio
2381,300938.SZ financial_ratio
2382,300939.SZ financial_ratio
2383,300940.SZ financial_ratio
2384,300941.SZ financial_ratio
2385,300942.SZ financial_ratio
2386,300943.SZ financial_ratio
2387,300945.SZ financial_ratio
2388,300946.SZ financial_ratio
2389,300947.SZ financial_ratio
2390,300948.SZ financial_ratio
2391,300949.SZ financial_ratio
2392,300950.SZ financial_ratio
2393,300951.SZ financial_ratio
2394,300952.SZ financial_ratio
2395,300953.SZ financial_ratio
2396,300955.SZ financial_ratio
2397,300956.SZ financial_ratio
2398,300957.SZ financial_ratio
2399,300958.SZ financial_ratio
2400,300959.SZ financial_ratio
2401,300960.SZ financial_ratio
2402,300961.SZ financial_ratio
2403,300962.SZ financial_ratio
2404,300963.SZ financial_ratio
2405,300964.SZ financial_ratio
2406,300965.SZ financial_ratio
2407,300966.SZ financial_ratio
2408,300967.SZ financial_ratio
2409,300968.SZ financial_ratio
2410,300969.SZ financial_ratio
2411,300970.SZ financial_ratio
2412,300971.SZ financial_ratio
2413,300972.SZ financial_ratio
2414,300973.SZ financial_ratio
2415,300975.SZ financial_ratio
2416,300976.SZ financial_ratio
2417,300977.SZ financial_ratio
2418,300978.SZ financial_ratio
2419,300979.SZ financial_ratio
2420,300980.SZ financial_ratio
2421,300981.SZ financial_ratio
2422,300982.SZ financial_ratio
2423,300983.SZ financial_ratio
2424,300984.SZ financial_ratio
2425,300985.SZ financial_ratio
2426,300986.SZ financial_ratio
2427,300987.SZ financial_ratio
2428,300988.SZ financial_ratio
2429,300989.SZ financial_ratio
2430,300990.SZ financial_ratio
2431,300991.SZ financial_ratio
2432,300992.SZ financial_ratio
2433,300993.SZ financial_ratio
2434,300994.SZ financial_ratio
2435,300995.SZ financial_ratio
2436,300996.SZ financial_ratio
2437,300997.SZ financial_ratio
2438,300998.SZ financial_ratio
2439,300999.SZ financial_ratio
2440,301000.SZ financial_ratio
2441,301001.SZ financial_ratio
2442,301002.SZ financial_ratio
2443,301003.SZ financial_ratio
2444,301004.SZ financial_ratio
2445,301005.SZ financial_ratio
2446,301006.SZ financial_ratio
2447,301007.SZ financial_ratio
2448,301008.SZ financial_ratio
2449,301009.SZ financial_ratio
2450,301010.SZ financial_ratio
2451,301011.SZ financial_ratio
2452,301012.SZ financial_ratio
2453,301013.SZ financial_ratio
2454,301015.SZ financial_ratio
2455,301016.SZ financial_ratio
2456,301017.SZ financial_ratio
2457,301018.SZ financial_ratio
2458,301019.SZ financial_ratio
2459,301020.SZ financial_ratio
2460,301021.SZ financial_ratio
2461,301022.SZ financial_ratio
2462,301023.SZ financial_ratio
2463,301024.SZ financial_ratio
2464,301025.SZ financial_ratio
2465,301026.SZ financial_ratio
2466,301027.SZ financial_ratio
2467,301028.SZ financial_ratio
2468,301029.SZ financial_ratio
2469,301030.SZ financial_ratio
2470,301031.SZ financial_ratio
2471,301032.SZ financial_ratio
2472,301033.SZ financial_ratio
2473,301035.SZ financial_ratio
2474,301036.SZ financial_ratio
2475,301037.SZ financial_ratio
2476,301038.SZ financial_ratio
2477,301039.SZ financial_ratio
2478,301040.SZ financial_ratio
2479,301041.SZ financial_ratio
2480,301042.SZ financial_ratio
2481,301043.SZ financial_ratio
2482,301045.SZ financial_ratio
2483,301046.SZ financial_ratio
2484,301047.SZ financial_ratio
2485,301048.SZ financial_ratio
2486,301049.SZ financial_ratio
2487,301050.SZ financial_ratio
2488,301051.SZ financial_ratio
2489,301052.SZ financial_ratio
2490,301053.SZ financial_ratio
2491,301055.SZ financial_ratio
2492,301056.SZ financial_ratio
2493,301057.SZ financial_ratio
2494,301058.SZ financial_ratio
2495,301059.SZ financial_ratio
2496,301060.SZ financial_ratio
2497,301061.SZ financial_ratio
2498,301062.SZ financial_ratio
2499,301063.SZ financial_ratio
2500,301065.SZ financial_ratio
2501,301066.SZ financial_ratio
2502,301067.SZ financial_ratio
2503,301068.SZ financial_ratio
2504,301069.SZ financial_ratio
2505,301070.SZ financial_ratio
2506,301071.SZ financial_ratio
2507,301072.SZ financial_ratio
2508,301073.SZ financial_ratio
2509,301075.SZ financial_ratio
2510,301076.SZ financial_ratio
2511,301077.SZ financial_ratio
2512,301078.SZ financial_ratio
2513,301079.SZ financial_ratio
2514,301080.SZ financial_ratio
2515,301081.SZ financial_ratio
2516,301082.SZ financial_ratio
2517,301083.SZ financial_ratio
2518,301085.SZ financial_ratio
2519,301086.SZ financial_ratio
2520,301087.SZ financial_ratio
2521,301088.SZ financial_ratio
2522,301089.SZ financial_ratio
2523,301090.SZ financial_ratio
2524,301091.SZ financial_ratio
2525,301092.SZ financial_ratio
2526,301093.SZ financial_ratio
2527,301096.SZ financial_ratio
2528,301098.SZ financial_ratio
2529,301099.SZ financial_ratio
2530,301100.SZ financial_ratio
2531,301101.SZ financial_ratio
2532,301106.SZ financial_ratio
2533,301108.SZ financial_ratio
2534,301110.SZ financial_ratio
2535,301111.SZ financial_ratio
2536,301113.SZ financial_ratio
2537,301116.SZ financial_ratio
2538,301117.SZ financial_ratio
2539,301118.SZ financial_ratio
2540,301119.SZ financial_ratio
2541,301122.SZ financial_ratio
2542,301123.SZ financial_ratio
2543,301126.SZ financial_ratio
2544,301127.SZ financial_ratio
2545,301128.SZ financial_ratio
2546,301129.SZ financial_ratio
2547,301130.SZ financial_ratio
2548,301131.SZ financial_ratio
2549,301133.SZ financial_ratio
2550,301136.SZ financial_ratio
2551,301138.SZ financial_ratio
2552,301149.SZ financial_ratio
2553,301155.SZ financial_ratio
2554,301158.SZ financial_ratio
2555,301159.SZ financial_ratio
2556,301166.SZ financial_ratio
2557,301167.SZ financial_ratio
2558,301168.SZ financial_ratio
2559,301169.SZ financial_ratio
2560,301177.SZ financial_ratio
2561,301178.SZ financial_ratio
2562,301179.SZ financial_ratio
2563,301180.SZ financial_ratio
2564,301181.SZ financial_ratio
2565,301182.SZ financial_ratio
2566,301185.SZ financial_ratio
2567,301186.SZ financial_ratio
2568,301188.SZ financial_ratio
2569,301189.SZ financial_ratio
2570,301190.SZ financial_ratio
2571,301193.SZ financial_ratio
2572,301196.SZ financial_ratio
2573,301198.SZ financial_ratio
2574,301199.SZ financial_ratio
2575,301200.SZ financial_ratio
2576,301201.SZ financial_ratio
2577,301206.SZ financial_ratio
2578,301207.SZ financial_ratio
2579,301211.SZ financial_ratio
2580,301213.SZ financial_ratio
2581,301215.SZ financial_ratio
2582,301217.SZ financial_ratio
2583,301218.SZ financial_ratio
2584,301221.SZ financial_ratio
2585,301222.SZ financial_ratio
2586,301228.SZ financial_ratio
2587,301229.SZ financial_ratio
2588,301235.SZ financial_ratio
2589,301236.SZ financial_ratio
2590,430047.BJ financial_ratio
2591,430090.BJ financial_ratio
2592,430198.BJ financial_ratio
2593,430418.BJ financial_ratio
2594,430489.BJ financial_ratio
2595,430510.BJ financial_ratio
2596,600000.SH financial_ratio
2597,600004.SH financial_ratio
2598,600006.SH financial_ratio
2599,600007.SH financial_ratio
2600,600008.SH financial_ratio
2601,600009.SH financial_ratio
2602,600010.SH financial_ratio
2603,600011.SH financial_ratio
2604,600012.SH financial_ratio
2605,600015.SH financial_ratio
2606,600016.SH financial_ratio
2607,600017.SH financial_ratio
2608,600018.SH financial_ratio
2609,600019.SH financial_ratio
2610,600020.SH financial_ratio
2611,600021.SH financial_ratio
2612,600022.SH financial_ratio
2613,600023.SH financial_ratio
2614,600025.SH financial_ratio
2615,600026.SH financial_ratio
2616,600027.SH financial_ratio
2617,600028.SH financial_ratio
2618,600029.SH financial_ratio
2619,600030.SH financial_ratio
2620,600031.SH financial_ratio
2621,600032.SH financial_ratio
2622,600033.SH financial_ratio
2623,600035.SH financial_ratio
2624,600036.SH financial_ratio
2625,600037.SH financial_ratio
2626,600038.SH financial_ratio
2627,600039.SH financial_ratio
2628,600048.SH financial_ratio
2629,600050.SH financial_ratio
2630,600051.SH financial_ratio
2631,600052.SH financial_ratio
2632,600053.SH financial_ratio
2633,600054.SH financial_ratio
2634,600055.SH financial_ratio
2635,600056.SH financial_ratio
2636,600057.SH financial_ratio
2637,600058.SH financial_ratio
2638,600059.SH financial_ratio
2639,600060.SH financial_ratio
2640,600061.SH financial_ratio
2641,600062.SH financial_ratio
2642,600063.SH financial_ratio
2643,600064.SH financial_ratio
2644,600066.SH financial_ratio
2645,600067.SH financial_ratio
2646,600070.SH financial_ratio
2647,600071.SH financial_ratio
2648,600072.SH financial_ratio
2649,600073.SH financial_ratio
2650,600075.SH financial_ratio
2651,600076.SH financial_ratio
2652,600077.SH financial_ratio
2653,600078.SH financial_ratio
2654,600079.SH financial_ratio
2655,600080.SH financial_ratio
2656,600081.SH financial_ratio
2657,600082.SH financial_ratio
2658,600083.SH financial_ratio
2659,600084.SH financial_ratio
2660,600085.SH financial_ratio
2661,600088.SH financial_ratio
2662,600089.SH financial_ratio
2663,600090.SH financial_ratio
2664,600091.SH financial_ratio
2665,600093.SH financial_ratio
2666,600094.SH financial_ratio
2667,600095.SH financial_ratio
2668,600096.SH financial_ratio
2669,600097.SH financial_ratio
2670,600098.SH financial_ratio
2671,600099.SH financial_ratio
2672,600100.SH financial_ratio
2673,600101.SH financial_ratio
2674,600103.SH financial_ratio
2675,600104.SH financial_ratio
2676,600105.SH financial_ratio
2677,600106.SH financial_ratio
2678,600107.SH financial_ratio
2679,600108.SH financial_ratio
2680,600109.SH financial_ratio
2681,600110.SH financial_ratio
2682,600111.SH financial_ratio
2683,600112.SH financial_ratio
2684,600113.SH financial_ratio
2685,600114.SH financial_ratio
2686,600115.SH financial_ratio
2687,600116.SH financial_ratio
2688,600117.SH financial_ratio
2689,600118.SH financial_ratio
2690,600119.SH financial_ratio
2691,600120.SH financial_ratio
