,0
933,002470.SZ financial_ratio
934,002471.SZ financial_ratio
935,002472.SZ financial_ratio
936,002473.SZ financial_ratio
937,002474.SZ financial_ratio
938,002475.SZ financial_ratio
939,002476.SZ financial_ratio
940,002478.SZ financial_ratio
941,002479.SZ financial_ratio
942,002480.SZ financial_ratio
943,002481.SZ financial_ratio
944,002482.SZ financial_ratio
945,002483.SZ financial_ratio
946,002484.SZ financial_ratio
947,002485.SZ financial_ratio
948,002486.SZ financial_ratio
949,002487.SZ financial_ratio
950,002488.SZ financial_ratio
951,002489.SZ financial_ratio
952,002490.SZ financial_ratio
953,002491.SZ financial_ratio
954,002492.SZ financial_ratio
955,002493.SZ financial_ratio
956,002494.SZ financial_ratio
957,002495.SZ financial_ratio
958,002496.SZ financial_ratio
959,002497.SZ financial_ratio
960,002498.SZ financial_ratio
961,002499.SZ financial_ratio
962,002500.SZ financial_ratio
963,002501.SZ financial_ratio
964,002502.SZ financial_ratio
965,002503.SZ financial_ratio
966,002504.SZ financial_ratio
967,002505.SZ financial_ratio
968,002506.SZ financial_ratio
969,002507.SZ financial_ratio
970,002508.SZ financial_ratio
971,002510.SZ financial_ratio
972,002511.SZ financial_ratio
973,002512.SZ financial_ratio
974,002513.SZ financial_ratio
975,002514.SZ financial_ratio
976,002515.SZ financial_ratio
977,002516.SZ financial_ratio
978,002517.SZ financial_ratio
979,002518.SZ financial_ratio
980,002519.SZ financial_ratio
981,002520.SZ financial_ratio
982,002521.SZ financial_ratio
983,002522.SZ financial_ratio
984,002523.SZ financial_ratio
985,002524.SZ financial_ratio
986,002526.SZ financial_ratio
987,002527.SZ financial_ratio
988,002528.SZ financial_ratio
989,002529.SZ financial_ratio
990,002530.SZ financial_ratio
991,002531.SZ financial_ratio
992,002532.SZ financial_ratio
993,002533.SZ financial_ratio
994,002534.SZ financial_ratio
995,002535.SZ financial_ratio
996,002536.SZ financial_ratio
997,002537.SZ financial_ratio
998,002538.SZ financial_ratio
999,002539.SZ financial_ratio
1000,002540.SZ financial_ratio
1001,002541.SZ financial_ratio
1002,002542.SZ financial_ratio
1003,002543.SZ financial_ratio
1004,002544.SZ financial_ratio
1005,002545.SZ financial_ratio
1006,002546.SZ financial_ratio
1007,002547.SZ financial_ratio
1008,002548.SZ financial_ratio
1009,002549.SZ financial_ratio
1010,002550.SZ financial_ratio
1011,002551.SZ financial_ratio
1012,002552.SZ financial_ratio
1013,002553.SZ financial_ratio
1014,002554.SZ financial_ratio
1015,002555.SZ financial_ratio
1016,002556.SZ financial_ratio
1017,002557.SZ financial_ratio
1018,002558.SZ financial_ratio
1019,002559.SZ financial_ratio
1020,002560.SZ financial_ratio
1021,002561.SZ financial_ratio
1022,002562.SZ financial_ratio
1023,002563.SZ financial_ratio
1024,002564.SZ financial_ratio
1025,002565.SZ financial_ratio
1026,002566.SZ financial_ratio
1027,002567.SZ financial_ratio
1028,002568.SZ financial_ratio
1029,002569.SZ financial_ratio
1030,002570.SZ financial_ratio
1031,002571.SZ financial_ratio
1032,002572.SZ financial_ratio
1033,002573.SZ financial_ratio
1034,002574.SZ financial_ratio
1035,002575.SZ financial_ratio
1036,002576.SZ financial_ratio
1037,002577.SZ financial_ratio
1038,002578.SZ financial_ratio
1039,002579.SZ financial_ratio
1040,002580.SZ financial_ratio
1041,002581.SZ financial_ratio
1042,002582.SZ financial_ratio
1043,002583.SZ financial_ratio
1044,002584.SZ financial_ratio
1045,002585.SZ financial_ratio
1046,002586.SZ financial_ratio
1047,002587.SZ financial_ratio
1048,002588.SZ financial_ratio
1049,002589.SZ financial_ratio
1050,002590.SZ financial_ratio
1051,002591.SZ financial_ratio
1052,002592.SZ financial_ratio
1053,002593.SZ financial_ratio
1054,002594.SZ financial_ratio
1055,002595.SZ financial_ratio
1056,002596.SZ financial_ratio
1057,002597.SZ financial_ratio
1058,002598.SZ financial_ratio
1059,002599.SZ financial_ratio
1060,002600.SZ financial_ratio
1061,002601.SZ financial_ratio
1062,002602.SZ financial_ratio
1063,002603.SZ financial_ratio
1064,002605.SZ financial_ratio
1065,002606.SZ financial_ratio
1066,002607.SZ financial_ratio
1067,002608.SZ financial_ratio
1068,002609.SZ financial_ratio
1069,002610.SZ financial_ratio
1070,002611.SZ financial_ratio
1071,002612.SZ financial_ratio
1072,002613.SZ financial_ratio
1073,002614.SZ financial_ratio
1074,002615.SZ financial_ratio
1075,002616.SZ financial_ratio
1076,002617.SZ financial_ratio
1077,002618.SZ financial_ratio
1078,002619.SZ financial_ratio
1079,002620.SZ financial_ratio
1080,002621.SZ financial_ratio
1081,002622.SZ financial_ratio
1082,002623.SZ financial_ratio
1083,002624.SZ financial_ratio
1084,002625.SZ financial_ratio
1085,002626.SZ financial_ratio
1086,002627.SZ financial_ratio
1087,002628.SZ financial_ratio
1088,002629.SZ financial_ratio
1089,002630.SZ financial_ratio
1090,002631.SZ financial_ratio
1091,002632.SZ financial_ratio
1092,002633.SZ financial_ratio
1093,002634.SZ financial_ratio
1094,002635.SZ financial_ratio
1095,002636.SZ financial_ratio
1096,002637.SZ financial_ratio
1097,002638.SZ financial_ratio
1098,002639.SZ financial_ratio
1099,002640.SZ financial_ratio
1100,002641.SZ financial_ratio
1101,002642.SZ financial_ratio
1102,002643.SZ financial_ratio
1103,002644.SZ financial_ratio
1104,002645.SZ financial_ratio
1105,002646.SZ financial_ratio
1106,002647.SZ financial_ratio
1107,002648.SZ financial_ratio
1108,002649.SZ financial_ratio
1109,002650.SZ financial_ratio
1110,002651.SZ financial_ratio
1111,002652.SZ financial_ratio
1112,002653.SZ financial_ratio
1113,002654.SZ financial_ratio
1114,002655.SZ financial_ratio
1115,002656.SZ financial_ratio
1116,002657.SZ financial_ratio
1117,002658.SZ financial_ratio
1118,002659.SZ financial_ratio
1119,002660.SZ financial_ratio
1120,002661.SZ financial_ratio
1121,002662.SZ financial_ratio
1122,002663.SZ financial_ratio
1123,002664.SZ financial_ratio
1124,002665.SZ financial_ratio
1125,002666.SZ financial_ratio
1126,002667.SZ financial_ratio
1127,002668.SZ financial_ratio
1128,002669.SZ financial_ratio
1129,002670.SZ financial_ratio
1130,002671.SZ financial_ratio
1131,002672.SZ financial_ratio
1132,002673.SZ financial_ratio
1133,002674.SZ financial_ratio
1134,002675.SZ financial_ratio
1135,002676.SZ financial_ratio
1136,002677.SZ financial_ratio
1137,002678.SZ financial_ratio
1138,002679.SZ financial_ratio
1139,002681.SZ financial_ratio
1140,002682.SZ financial_ratio
1141,002684.SZ financial_ratio
1142,002685.SZ financial_ratio
1143,002686.SZ financial_ratio
1144,002687.SZ financial_ratio
1145,002688.SZ financial_ratio
1146,002689.SZ financial_ratio
1147,002690.SZ financial_ratio
1148,002691.SZ financial_ratio
1149,002692.SZ financial_ratio
1150,002693.SZ financial_ratio
1151,002694.SZ financial_ratio
1152,002695.SZ financial_ratio
1153,002696.SZ financial_ratio
1154,002697.SZ financial_ratio
1155,002698.SZ financial_ratio
1156,002699.SZ financial_ratio
1157,002700.SZ financial_ratio
1158,002701.SZ financial_ratio
1159,002702.SZ financial_ratio
1160,002703.SZ financial_ratio
1161,002705.SZ financial_ratio
1162,002706.SZ financial_ratio
1163,002707.SZ financial_ratio
1164,002708.SZ financial_ratio
1165,002709.SZ financial_ratio
1166,002712.SZ financial_ratio
1167,002713.SZ financial_ratio
1168,002714.SZ financial_ratio
1169,002715.SZ financial_ratio
1170,002716.SZ financial_ratio
1171,002717.SZ financial_ratio
1172,002718.SZ financial_ratio
1173,002719.SZ financial_ratio
1174,002721.SZ financial_ratio
1175,002722.SZ financial_ratio
1176,002723.SZ financial_ratio
1177,002724.SZ financial_ratio
1178,002725.SZ financial_ratio
1179,002726.SZ financial_ratio
1180,002727.SZ financial_ratio
1181,002728.SZ financial_ratio
1182,002729.SZ financial_ratio
1183,002730.SZ financial_ratio
1184,002731.SZ financial_ratio
1185,002732.SZ financial_ratio
1186,002733.SZ financial_ratio
1187,002734.SZ financial_ratio
1188,002735.SZ financial_ratio
1189,002736.SZ financial_ratio
1190,002737.SZ financial_ratio
1191,002738.SZ financial_ratio
1192,002739.SZ financial_ratio
1193,002740.SZ financial_ratio
1194,002741.SZ financial_ratio
1195,002742.SZ financial_ratio
1196,002743.SZ financial_ratio
1197,002745.SZ financial_ratio
1198,002746.SZ financial_ratio
1199,002747.SZ financial_ratio
1200,002748.SZ financial_ratio
1201,002749.SZ financial_ratio
1202,002750.SZ financial_ratio
1203,002751.SZ financial_ratio
1204,002752.SZ financial_ratio
1205,002753.SZ financial_ratio
1206,002755.SZ financial_ratio
1207,002756.SZ financial_ratio
1208,002757.SZ financial_ratio
1209,002758.SZ financial_ratio
1210,002759.SZ financial_ratio
1211,002760.SZ financial_ratio
1212,002761.SZ financial_ratio
1213,002762.SZ financial_ratio
1214,002763.SZ financial_ratio
1215,002765.SZ financial_ratio
1216,002766.SZ financial_ratio
1217,002767.SZ financial_ratio
1218,002768.SZ financial_ratio
1219,002769.SZ financial_ratio
1220,002770.SZ financial_ratio
1221,002771.SZ financial_ratio
1222,002772.SZ financial_ratio
1223,002773.SZ financial_ratio
1224,002774.SZ financial_ratio
1225,002775.SZ financial_ratio
1226,002776.SZ financial_ratio
1227,002777.SZ financial_ratio
1228,002778.SZ financial_ratio
1229,002779.SZ financial_ratio
1230,002780.SZ financial_ratio
1231,002781.SZ financial_ratio
1232,002782.SZ financial_ratio
1233,002783.SZ financial_ratio
1234,002785.SZ financial_ratio
1235,002786.SZ financial_ratio
1236,002787.SZ financial_ratio
1237,002788.SZ financial_ratio
1238,002789.SZ financial_ratio
1239,002790.SZ financial_ratio
1240,002791.SZ financial_ratio
1241,002792.SZ financial_ratio
1242,002793.SZ financial_ratio
1243,002795.SZ financial_ratio
1244,002796.SZ financial_ratio
1245,002797.SZ financial_ratio
1246,002798.SZ financial_ratio
1247,002799.SZ financial_ratio
1248,002800.SZ financial_ratio
1249,002801.SZ financial_ratio
1250,002802.SZ financial_ratio
1251,002803.SZ financial_ratio
1252,002805.SZ financial_ratio
1253,002806.SZ financial_ratio
1254,002807.SZ financial_ratio
1255,002808.SZ financial_ratio
1256,002809.SZ financial_ratio
1257,002810.SZ financial_ratio
1258,002811.SZ financial_ratio
1259,002812.SZ financial_ratio
1260,002813.SZ financial_ratio
1261,002815.SZ financial_ratio
1262,002816.SZ financial_ratio
1263,002817.SZ financial_ratio
1264,002818.SZ financial_ratio
1265,002819.SZ financial_ratio
1266,002820.SZ financial_ratio
1267,002821.SZ financial_ratio
1268,002822.SZ financial_ratio
1269,002823.SZ financial_ratio
1270,002824.SZ financial_ratio
1271,002825.SZ financial_ratio
1272,002826.SZ financial_ratio
1273,002827.SZ financial_ratio
1274,002828.SZ financial_ratio
1275,002829.SZ financial_ratio
1276,002830.SZ financial_ratio
1277,002831.SZ financial_ratio
1278,002832.SZ financial_ratio
1279,002833.SZ financial_ratio
1280,002835.SZ financial_ratio
1281,002836.SZ financial_ratio
1282,002837.SZ financial_ratio
1283,002838.SZ financial_ratio
1284,002839.SZ financial_ratio
1285,002840.SZ financial_ratio
1286,002841.SZ financial_ratio
1287,002842.SZ financial_ratio
1288,002843.SZ financial_ratio
1289,002845.SZ financial_ratio
1290,002846.SZ financial_ratio
1291,002847.SZ financial_ratio
1292,002848.SZ financial_ratio
1293,002849.SZ financial_ratio
1294,002850.SZ financial_ratio
1295,002851.SZ financial_ratio
1296,002852.SZ financial_ratio
1297,002853.SZ financial_ratio
1298,002855.SZ financial_ratio
1299,002856.SZ financial_ratio
1300,002857.SZ financial_ratio
1301,002858.SZ financial_ratio
1302,002859.SZ financial_ratio
1303,002860.SZ financial_ratio
1304,002861.SZ financial_ratio
1305,002862.SZ financial_ratio
1306,002863.SZ financial_ratio
1307,002864.SZ financial_ratio
1308,002865.SZ financial_ratio
1309,002866.SZ financial_ratio
1310,002867.SZ financial_ratio
1311,002868.SZ financial_ratio
1312,002869.SZ financial_ratio
1313,002870.SZ financial_ratio
1314,002871.SZ financial_ratio
1315,002872.SZ financial_ratio
1316,002873.SZ financial_ratio
1317,002875.SZ financial_ratio
1318,002876.SZ financial_ratio
1319,002877.SZ financial_ratio
1320,002878.SZ financial_ratio
1321,002879.SZ financial_ratio
1322,002880.SZ financial_ratio
1323,002881.SZ financial_ratio
1324,002882.SZ financial_ratio
1325,002883.SZ financial_ratio
1326,002884.SZ financial_ratio
1327,002885.SZ financial_ratio
1328,002886.SZ financial_ratio
1329,002887.SZ financial_ratio
1330,002888.SZ financial_ratio
1331,002889.SZ financial_ratio
1332,002890.SZ financial_ratio
1333,002891.SZ financial_ratio
1334,002892.SZ financial_ratio
1335,002893.SZ financial_ratio
1336,002895.SZ financial_ratio
1337,002896.SZ financial_ratio
1338,002897.SZ financial_ratio
1339,002898.SZ financial_ratio
1340,002899.SZ financial_ratio
1341,002900.SZ financial_ratio
1342,002901.SZ financial_ratio
1343,002902.SZ financial_ratio
1344,002903.SZ financial_ratio
1345,002905.SZ financial_ratio
1346,002906.SZ financial_ratio
1347,002907.SZ financial_ratio
1348,002908.SZ financial_ratio
1349,002909.SZ financial_ratio
1350,002910.SZ financial_ratio
1351,002911.SZ financial_ratio
1352,002912.SZ financial_ratio
1353,002913.SZ financial_ratio
1354,002915.SZ financial_ratio
1355,002916.SZ financial_ratio
1356,002917.SZ financial_ratio
1357,002918.SZ financial_ratio
1358,002919.SZ financial_ratio
1359,002920.SZ financial_ratio
1360,002921.SZ financial_ratio
1361,002922.SZ financial_ratio
1362,002923.SZ financial_ratio
1363,002925.SZ financial_ratio
1364,002926.SZ financial_ratio
1365,002927.SZ financial_ratio
1366,002928.SZ financial_ratio
1367,002929.SZ financial_ratio
1368,002930.SZ financial_ratio
1369,002931.SZ financial_ratio
1370,002932.SZ financial_ratio
1371,002933.SZ financial_ratio
1372,002935.SZ financial_ratio
1373,002936.SZ financial_ratio
1374,002937.SZ financial_ratio
1375,002938.SZ financial_ratio
1376,002939.SZ financial_ratio
1377,002940.SZ financial_ratio
1378,002941.SZ financial_ratio
1379,002942.SZ financial_ratio
1380,002943.SZ financial_ratio
1381,002945.SZ financial_ratio
1382,002946.SZ financial_ratio
1383,002947.SZ financial_ratio
1384,002948.SZ financial_ratio
1385,002949.SZ financial_ratio
1386,002950.SZ financial_ratio
1387,002951.SZ financial_ratio
1388,002952.SZ financial_ratio
1389,002953.SZ financial_ratio
1390,002955.SZ financial_ratio
1391,002956.SZ financial_ratio
1392,002957.SZ financial_ratio
1393,002958.SZ financial_ratio
1394,002959.SZ financial_ratio
1395,002960.SZ financial_ratio
1396,002961.SZ financial_ratio
1397,002962.SZ financial_ratio
1398,002963.SZ financial_ratio
1399,002965.SZ financial_ratio
1400,002966.SZ financial_ratio
1401,002967.SZ financial_ratio
1402,002968.SZ financial_ratio
1403,002969.SZ financial_ratio
1404,002970.SZ financial_ratio
1405,002971.SZ financial_ratio
1406,002972.SZ financial_ratio
1407,002973.SZ financial_ratio
1408,002975.SZ financial_ratio
1409,002976.SZ financial_ratio
1410,002977.SZ financial_ratio
1411,002978.SZ financial_ratio
1412,002979.SZ financial_ratio
1413,002980.SZ financial_ratio
1414,002981.SZ financial_ratio
1415,002982.SZ financial_ratio
1416,002983.SZ financial_ratio
1417,002984.SZ financial_ratio
1418,002985.SZ financial_ratio
1419,002986.SZ financial_ratio
1420,002987.SZ financial_ratio
1421,002988.SZ financial_ratio
1422,002989.SZ financial_ratio
1423,002990.SZ financial_ratio
1424,002991.SZ financial_ratio
1425,002992.SZ financial_ratio
1426,002993.SZ financial_ratio
1427,002995.SZ financial_ratio
1428,002996.SZ financial_ratio
1429,002997.SZ financial_ratio
1430,002998.SZ financial_ratio
1431,002999.SZ financial_ratio
1432,003000.SZ financial_ratio
1433,003001.SZ financial_ratio
1434,003002.SZ financial_ratio
1435,003003.SZ financial_ratio
1436,003004.SZ financial_ratio
1437,003005.SZ financial_ratio
1438,003006.SZ financial_ratio
1439,003007.SZ financial_ratio
1440,003008.SZ financial_ratio
1441,003009.SZ financial_ratio
1442,003010.SZ financial_ratio
1443,003011.SZ financial_ratio
1444,003012.SZ financial_ratio
1445,003013.SZ financial_ratio
1446,003015.SZ financial_ratio
1447,003016.SZ financial_ratio
1448,003017.SZ financial_ratio
1449,003018.SZ financial_ratio
1450,003019.SZ financial_ratio
1451,003020.SZ financial_ratio
1452,003021.SZ financial_ratio
1453,003022.SZ financial_ratio
1454,003023.SZ financial_ratio
1455,003025.SZ financial_ratio
1456,003026.SZ financial_ratio
1457,003027.SZ financial_ratio
1458,003028.SZ financial_ratio
1459,003029.SZ financial_ratio
1460,003030.SZ financial_ratio
1461,003031.SZ financial_ratio
1462,003032.SZ financial_ratio
1463,003033.SZ financial_ratio
1464,003035.SZ financial_ratio
1465,003036.SZ financial_ratio
1466,003037.SZ financial_ratio
1467,003038.SZ financial_ratio
1468,003039.SZ financial_ratio
1469,003040.SZ financial_ratio
1470,003041.SZ financial_ratio
1471,003042.SZ financial_ratio
1472,003043.SZ financial_ratio
1473,003816.SZ financial_ratio
1474,300001.SZ financial_ratio
1475,300002.SZ financial_ratio
1476,300003.SZ financial_ratio
1477,300004.SZ financial_ratio
1478,300005.SZ financial_ratio
1479,300006.SZ financial_ratio
1480,300007.SZ financial_ratio
1481,300008.SZ financial_ratio
1482,300009.SZ financial_ratio
1483,300010.SZ financial_ratio
1484,300011.SZ financial_ratio
1485,300012.SZ financial_ratio
1486,300013.SZ financial_ratio
1487,300014.SZ financial_ratio
1488,300015.SZ financial_ratio
1489,300016.SZ financial_ratio
1490,300017.SZ financial_ratio
1491,300018.SZ financial_ratio
1492,300019.SZ financial_ratio
1493,300020.SZ financial_ratio
1494,300021.SZ financial_ratio
1495,300022.SZ financial_ratio
1496,300023.SZ financial_ratio
1497,300024.SZ financial_ratio
1498,300025.SZ financial_ratio
1499,300026.SZ financial_ratio
1500,300027.SZ financial_ratio
1501,300029.SZ financial_ratio
1502,300030.SZ financial_ratio
1503,300031.SZ financial_ratio
1504,300032.SZ financial_ratio
1505,300033.SZ financial_ratio
1506,300034.SZ financial_ratio
1507,300035.SZ financial_ratio
1508,300036.SZ financial_ratio
1509,300037.SZ financial_ratio
1510,300038.SZ financial_ratio
1511,300039.SZ financial_ratio
1512,300040.SZ financial_ratio
1513,300041.SZ financial_ratio
1514,300042.SZ financial_ratio
1515,300043.SZ financial_ratio
1516,300044.SZ financial_ratio
1517,300045.SZ financial_ratio
1518,300046.SZ financial_ratio
1519,300047.SZ financial_ratio
1520,300048.SZ financial_ratio
1521,300049.SZ financial_ratio
1522,300050.SZ financial_ratio
1523,300051.SZ financial_ratio
1524,300052.SZ financial_ratio
1525,300053.SZ financial_ratio
1526,300054.SZ financial_ratio
1527,300055.SZ financial_ratio
1528,300056.SZ financial_ratio
1529,300057.SZ financial_ratio
1530,300058.SZ financial_ratio
1531,300059.SZ financial_ratio
1532,300061.SZ financial_ratio
1533,300062.SZ financial_ratio
1534,300063.SZ financial_ratio
1535,300064.SZ financial_ratio
1536,300065.SZ financial_ratio
1537,300066.SZ financial_ratio
1538,300067.SZ financial_ratio
1539,300068.SZ financial_ratio
1540,300069.SZ financial_ratio
1541,300070.SZ financial_ratio
1542,300071.SZ financial_ratio
1543,300072.SZ financial_ratio
1544,300073.SZ financial_ratio
1545,300074.SZ financial_ratio
1546,300075.SZ financial_ratio
1547,300076.SZ financial_ratio
1548,300077.SZ financial_ratio
1549,300078.SZ financial_ratio
1550,300079.SZ financial_ratio
1551,300080.SZ financial_ratio
1552,300081.SZ financial_ratio
1553,300082.SZ financial_ratio
1554,300083.SZ financial_ratio
1555,300084.SZ financial_ratio
1556,300085.SZ financial_ratio
1557,300086.SZ financial_ratio
1558,300087.SZ financial_ratio
1559,300088.SZ financial_ratio
1560,300089.SZ financial_ratio
1561,300091.SZ financial_ratio
1562,300092.SZ financial_ratio
1563,300093.SZ financial_ratio
1564,300094.SZ financial_ratio
1565,300095.SZ financial_ratio
1566,300096.SZ financial_ratio
1567,300097.SZ financial_ratio
1568,300098.SZ financial_ratio
1569,300099.SZ financial_ratio
1570,300100.SZ financial_ratio
1571,300101.SZ financial_ratio
1572,300102.SZ financial_ratio
1573,300103.SZ financial_ratio
1574,300105.SZ financial_ratio
1575,300106.SZ financial_ratio
1576,300107.SZ financial_ratio
1577,300108.SZ financial_ratio
1578,300109.SZ financial_ratio
1579,300110.SZ financial_ratio
1580,300111.SZ financial_ratio
1581,300112.SZ financial_ratio
1582,300113.SZ financial_ratio
1583,300114.SZ financial_ratio
1584,300115.SZ financial_ratio
1585,300116.SZ financial_ratio
1586,300117.SZ financial_ratio
1587,300118.SZ financial_ratio
1588,300119.SZ financial_ratio
1589,300120.SZ financial_ratio
1590,300121.SZ financial_ratio
1591,300122.SZ financial_ratio
1592,300123.SZ financial_ratio
1593,300124.SZ financial_ratio
1594,300125.SZ financial_ratio
1595,300126.SZ financial_ratio
1596,300127.SZ financial_ratio
1597,300128.SZ financial_ratio
1598,300129.SZ financial_ratio
1599,300130.SZ financial_ratio
1600,300131.SZ financial_ratio
1601,300132.SZ financial_ratio
1602,300133.SZ financial_ratio
1603,300134.SZ financial_ratio
1604,300135.SZ financial_ratio
1605,300136.SZ financial_ratio
1606,300137.SZ financial_ratio
1607,300138.SZ financial_ratio
1608,300139.SZ financial_ratio
1609,300140.SZ financial_ratio
1610,300141.SZ financial_ratio
1611,300142.SZ financial_ratio
1612,300143.SZ financial_ratio
1613,300144.SZ financial_ratio
1614,300145.SZ financial_ratio
1615,300146.SZ financial_ratio
1616,300147.SZ financial_ratio
1617,300148.SZ financial_ratio
1618,300149.SZ financial_ratio
1619,300150.SZ financial_ratio
1620,300151.SZ financial_ratio
1621,300152.SZ financial_ratio
1622,300153.SZ financial_ratio
1623,300154.SZ financial_ratio
1624,300155.SZ financial_ratio
1625,300157.SZ financial_ratio
1626,300158.SZ financial_ratio
1627,300159.SZ financial_ratio
1628,300160.SZ financial_ratio
1629,300161.SZ financial_ratio
1630,300162.SZ financial_ratio
1631,300163.SZ financial_ratio
1632,300164.SZ financial_ratio
1633,300165.SZ financial_ratio
1634,300166.SZ financial_ratio
1635,300167.SZ financial_ratio
1636,300168.SZ financial_ratio
1637,300169.SZ financial_ratio
1638,300170.SZ financial_ratio
1639,300171.SZ financial_ratio
1640,300172.SZ financial_ratio
1641,300173.SZ financial_ratio
1642,300174.SZ financial_ratio
1643,300175.SZ financial_ratio
1644,300176.SZ financial_ratio
1645,300177.SZ financial_ratio
1646,300178.SZ financial_ratio
1647,300179.SZ financial_ratio
1648,300180.SZ financial_ratio
1649,300181.SZ financial_ratio
1650,300182.SZ financial_ratio
1651,300183.SZ financial_ratio
1652,300184.SZ financial_ratio
1653,300185.SZ financial_ratio
1654,300187.SZ financial_ratio
1655,300188.SZ financial_ratio
1656,300189.SZ financial_ratio
1657,300190.SZ financial_ratio
1658,300191.SZ financial_ratio
1659,300192.SZ financial_ratio
1660,300193.SZ financial_ratio
1661,300194.SZ financial_ratio
1662,300195.SZ financial_ratio
1663,300196.SZ financial_ratio
1664,300197.SZ financial_ratio
1665,300198.SZ financial_ratio
1666,300199.SZ financial_ratio
1667,300200.SZ financial_ratio
1668,300201.SZ financial_ratio
1669,300202.SZ financial_ratio
1670,300203.SZ financial_ratio
1671,300204.SZ financial_ratio
1672,300205.SZ financial_ratio
1673,300206.SZ financial_ratio
1674,300207.SZ financial_ratio
1675,300208.SZ financial_ratio
1676,300209.SZ financial_ratio
1677,300210.SZ financial_ratio
1678,300211.SZ financial_ratio
1679,300212.SZ financial_ratio
1680,300213.SZ financial_ratio
1681,300214.SZ financial_ratio
1682,300215.SZ financial_ratio
1683,300217.SZ financial_ratio
1684,300218.SZ financial_ratio
1685,300219.SZ financial_ratio
1686,300220.SZ financial_ratio
1687,300221.SZ financial_ratio
1688,300222.SZ financial_ratio
1689,300223.SZ financial_ratio
1690,300224.SZ financial_ratio
1691,300225.SZ financial_ratio
1692,300226.SZ financial_ratio
1693,300227.SZ financial_ratio
1694,300228.SZ financial_ratio
1695,300229.SZ financial_ratio
1696,300230.SZ financial_ratio
1697,300231.SZ financial_ratio
1698,300232.SZ financial_ratio
1699,300233.SZ financial_ratio
1700,300234.SZ financial_ratio
1701,300235.SZ financial_ratio
1702,300236.SZ financial_ratio
1703,300237.SZ financial_ratio
1704,300238.SZ financial_ratio
1705,300239.SZ financial_ratio
1706,300240.SZ financial_ratio
1707,300241.SZ financial_ratio
1708,300242.SZ financial_ratio
1709,300243.SZ financial_ratio
1710,300244.SZ financial_ratio
1711,300245.SZ financial_ratio
1712,300246.SZ financial_ratio
1713,300247.SZ financial_ratio
1714,300248.SZ financial_ratio
1715,300249.SZ financial_ratio
1716,300250.SZ financial_ratio
1717,300251.SZ financial_ratio
1718,300252.SZ financial_ratio
1719,300253.SZ financial_ratio
1720,300254.SZ financial_ratio
1721,300255.SZ financial_ratio
1722,300256.SZ financial_ratio
1723,300257.SZ financial_ratio
1724,300258.SZ financial_ratio
1725,300259.SZ financial_ratio
1726,300260.SZ financial_ratio
1727,300261.SZ financial_ratio
1728,300262.SZ financial_ratio
1729,300263.SZ financial_ratio
1730,300264.SZ financial_ratio
1731,300265.SZ financial_ratio
1732,300266.SZ financial_ratio
1733,300267.SZ financial_ratio
1734,300268.SZ financial_ratio
1735,300269.SZ financial_ratio
1736,300270.SZ financial_ratio
1737,300271.SZ financial_ratio
1738,300272.SZ financial_ratio
1739,300273.SZ financial_ratio
1740,300274.SZ financial_ratio
1741,300275.SZ financial_ratio
1742,300276.SZ financial_ratio
1743,300277.SZ financial_ratio
1744,300278.SZ financial_ratio
1745,300279.SZ financial_ratio
1746,300280.SZ financial_ratio
1747,300281.SZ financial_ratio
1748,300282.SZ financial_ratio
1749,300283.SZ financial_ratio
1750,300284.SZ financial_ratio
1751,300285.SZ financial_ratio
1752,300286.SZ financial_ratio
1753,300287.SZ financial_ratio
1754,300288.SZ financial_ratio
1755,300289.SZ financial_ratio
1756,300290.SZ financial_ratio
1757,300291.SZ financial_ratio
1758,300292.SZ financial_ratio
1759,300293.SZ financial_ratio
1760,300294.SZ financial_ratio
1761,300295.SZ financial_ratio
1762,300296.SZ financial_ratio
1763,300297.SZ financial_ratio
1764,300298.SZ financial_ratio
1765,300299.SZ financial_ratio
1766,300300.SZ financial_ratio
1767,300301.SZ financial_ratio
1768,300302.SZ financial_ratio
1769,300303.SZ financial_ratio
1770,300304.SZ financial_ratio
1771,300305.SZ financial_ratio
1772,300306.SZ financial_ratio
1773,300307.SZ financial_ratio
1774,300308.SZ financial_ratio
1775,300309.SZ financial_ratio
1776,300310.SZ financial_ratio
1777,300311.SZ financial_ratio
1778,300312.SZ financial_ratio
1779,300313.SZ financial_ratio
1780,300314.SZ financial_ratio
1781,300315.SZ financial_ratio
1782,300316.SZ financial_ratio
1783,300317.SZ financial_ratio
1784,300318.SZ financial_ratio
1785,300319.SZ financial_ratio
1786,300320.SZ financial_ratio
1787,300321.SZ financial_ratio
1788,300322.SZ financial_ratio
1789,300323.SZ financial_ratio
1790,300324.SZ financial_ratio
1791,300325.SZ financial_ratio
1792,300326.SZ financial_ratio
1793,300327.SZ financial_ratio
1794,300328.SZ financial_ratio
1795,300329.SZ financial_ratio
1796,300330.SZ financial_ratio
1797,300331.SZ financial_ratio
1798,300332.SZ financial_ratio
1799,300333.SZ financial_ratio
1800,300334.SZ financial_ratio
1801,300335.SZ financial_ratio
1802,300336.SZ financial_ratio
1803,300337.SZ financial_ratio
1804,300338.SZ financial_ratio
1805,300339.SZ financial_ratio
1806,300340.SZ financial_ratio
1807,300341.SZ financial_ratio
1808,300342.SZ financial_ratio
1809,300343.SZ financial_ratio
1810,300344.SZ financial_ratio
1811,300345.SZ financial_ratio
